id,source_record_id,source_record_type,entity_text,entity_type,confidence,span_start,span_end,extraction_model,resolved_entity_id,created_at
EM000210,FR000012,FIR,29/07/2026,DATE,0.8,270,280,drishyam-ner-v1,,2026-09-07T05:41:13.272081Z
EM000211,FR000012,FIR,Anya Kibe,PERSON,0.78,326,335,drishyam-ner-v1,P000179,2026-09-07T05:41:13.272083Z
EM000212,FR000012,FIR,TN25 VL 4602,VEHICLE,0.9,368,380,drishyam-ner-v1,VH000122,2026-09-07T05:41:13.272085Z
EM000213,FR000012,FIR,8873352156,PHONE,0.97,425,435,drishyam-ner-v1,PH000225,2026-09-07T05:41:13.272088Z
EM000214,FR000012,FIR,Contraband,PERSON,0.78,437,447,drishyam-ner-v1,,2026-09-07T05:41:13.272090Z
EM000215,FR000012,FIR,Number,PERSON,0.78,490,496,drishyam-ner-v1,,2026-09-07T05:41:13.272092Z
EM000216,FR000012,FIR,FIR-2026-0010,FIR_NUMBER,0.95,497,510,drishyam-ner-v1,,2026-09-07T05:41:13.272094Z
EM000217,FR000012,FIR,Case Number,LOCATION,0.7,517,528,drishyam-ner-v1,,2026-09-07T05:41:13.272096Z
EM000218,FR000012,FIR,CASE-0010,CASE_NUMBER,0.95,529,538,drishyam-ner-v1,,2026-09-07T05:41:13.272098Z
EM000219,FR000012,FIR,Act,PERSON,0.78,575,578,drishyam-ner-v1,,2026-09-07T05:41:13.272100Z
EM000220,FR000013,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.273099Z
EM000221,FR000013,FIR,01-Feb-2026,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.273102Z
EM000222,FR000013,FIR,Feb,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.273105Z
EM000223,FR000013,FIR,Meenakshi Nagar Agro,PERSON,0.78,78,98,drishyam-ner-v1,,2026-09-07T05:41:13.273107Z
EM000224,FR000013,FIR,Market,LOCATION,0.7,99,105,drishyam-ner-v1,,2026-09-07T05:41:13.273109Z
EM000225,FR000013,FIR,Ariyalur,PERSON,0.78,107,115,drishyam-ner-v1,,2026-09-07T05:41:13.273111Z
EM000226,FR000013,FIR,Complainant Inaya Kadakia,PERSON,0.78,117,142,drishyam-ner-v1,,2026-09-07T05:41:13.273113Z
EM000227,FR000013,FIR,Daksha Menon,PERSON,0.78,154,166,drishyam-ner-v1,P000029,2026-09-07T05:41:13.273116Z
EM000228,FR000013,FIR,Zayyan Mohan,PERSON,0.78,188,200,drishyam-ner-v1,P000031,2026-09-07T05:41:13.273118Z
EM000229,FR000013,FIR,Silver Line Network,GANG,0.82,235,254,drishyam-ner-v1,ORG000002,2026-09-07T05:41:13.273120Z
EM000230,FR000013,FIR,30/01/2026,DATE,0.8,275,285,drishyam-ner-v1,,2026-09-07T05:41:13.273122Z
EM000231,FR000013,FIR,Daksha Menon,PERSON,0.78,331,343,drishyam-ner-v1,P000029,2026-09-07T05:41:13.273124Z
EM000232,FR000013,FIR,TN49 DT 5910,VEHICLE,0.9,376,388,drishyam-ner-v1,VH000019,2026-09-07T05:41:13.273127Z
EM000233,FR000013,FIR,7280025799,PHONE,0.97,433,443,drishyam-ner-v1,PH000038,2026-09-07T05:41:13.273129Z
EM000234,FR000013,FIR,Contraband,PERSON,0.78,445,455,drishyam-ner-v1,,2026-09-07T05:41:13.273132Z
EM000235,FR000013,FIR,Number,PERSON,0.78,498,504,drishyam-ner-v1,,2026-09-07T05:41:13.273134Z
EM000236,FR000013,FIR,FIR-2026-0011,FIR_NUMBER,0.95,505,518,drishyam-ner-v1,,2026-09-07T05:41:13.273136Z
EM000237,FR000013,FIR,Case Number,LOCATION,0.7,525,536,drishyam-ner-v1,,2026-09-07T05:41:13.273138Z
EM000238,FR000013,FIR,CASE-0011,CASE_NUMBER,0.95,537,546,drishyam-ner-v1,,2026-09-07T05:41:13.273140Z
EM000239,FR000013,FIR,Act,PERSON,0.78,583,586,drishyam-ner-v1,,2026-09-07T05:41:13.273142Z
EM000240,FR000014,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.274130Z
EM000241,FR000014,FIR,01-Feb-2026,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.274133Z
EM000242,FR000014,FIR,Feb,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.274136Z
EM000243,FR000014,FIR,Peelamedu Textile Mill,PERSON,0.78,78,100,drishyam-ner-v1,,2026-09-07T05:41:13.274138Z
EM000244,FR000014,FIR,Ariyalur,PERSON,0.78,102,110,drishyam-ner-v1,,2026-09-07T05:41:13.274140Z
EM000245,FR000014,FIR,Complainant Inaya Kadakia,PERSON,0.78,112,137,drishyam-ner-v1,,2026-09-07T05:41:13.274142Z
EM000246,FR000014,FIR,Daksha Menon,PERSON,0.78,149,161,drishyam-ner-v1,P000029,2026-09-07T05:41:13.274144Z
EM000247,FR000014,FIR,Zayyan Mohan,PERSON,0.78,183,195,drishyam-ner-v1,P000031,2026-09-07T05:41:13.274147Z
EM000248,FR000014,FIR,Silver Line Network,GANG,0.82,230,249,drishyam-ner-v1,ORG000002,2026-09-07T05:41:13.274149Z
EM000249,FR000014,FIR,28/01/2026,DATE,0.8,270,280,drishyam-ner-v1,,2026-09-07T05:41:13.274151Z
EM000250,FR000014,FIR,Daksha Menon,PERSON,0.78,326,338,drishyam-ner-v1,P000029,2026-09-07T05:41:13.274153Z
EM000251,FR000014,FIR,TN49 DT 5910,VEHICLE,0.9,371,383,drishyam-ner-v1,VH000019,2026-09-07T05:41:13.274156Z
EM000252,FR000014,FIR,7280025799,PHONE,0.97,428,438,drishyam-ner-v1,PH000038,2026-09-07T05:41:13.274158Z
EM000253,FR000014,FIR,Contraband,PERSON,0.78,440,450,drishyam-ner-v1,,2026-09-07T05:41:13.274160Z
EM000254,FR000014,FIR,Number,PERSON,0.78,493,499,drishyam-ner-v1,,2026-09-07T05:41:13.274162Z
EM000255,FR000014,FIR,FIR-2026-0012,FIR_NUMBER,0.95,500,513,drishyam-ner-v1,,2026-09-07T05:41:13.274164Z
EM000256,FR000014,FIR,Case Number,LOCATION,0.7,520,531,drishyam-ner-v1,,2026-09-07T05:41:13.274166Z
EM000257,FR000014,FIR,CASE-0011,CASE_NUMBER,0.95,532,541,drishyam-ner-v1,,2026-09-07T05:41:13.274169Z
EM000258,FR000014,FIR,Section,PERSON,0.78,573,580,drishyam-ner-v1,,2026-09-07T05:41:13.274172Z
EM000259,FR000014,FIR,Section 135A,LEGAL_SECTION,0.85,573,585,drishyam-ner-v1,,2026-09-07T05:41:13.274174Z
EM000260,FR000014,FIR,Customs Act,PERSON,0.78,586,597,drishyam-ner-v1,,2026-09-07T05:41:13.274176Z
EM000261,FR000015,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.275217Z
EM000262,FR000015,FIR,16-Nov-2025,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.275219Z
EM000263,FR000015,FIR,Nov,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.275222Z
EM000264,FR000015,FIR,Muthialpet Check Post,PERSON,0.78,78,99,drishyam-ner-v1,,2026-09-07T05:41:13.275224Z
EM000265,FR000015,FIR,Madurai,PERSON,0.78,101,108,drishyam-ner-v1,,2026-09-07T05:41:13.275226Z
EM000266,FR000015,FIR,Complainant Yochana Chanda,PERSON,0.78,110,136,drishyam-ner-v1,,2026-09-07T05:41:13.275229Z
EM000267,FR000015,FIR,Max Nadig,PERSON,0.78,148,157,drishyam-ner-v1,P000181,2026-09-07T05:41:13.275231Z
EM000268,FR000015,FIR,Ekani Mohan,PERSON,0.78,180,191,drishyam-ner-v1,P000171,2026-09-07T05:41:13.275233Z
EM000269,FR000015,FIR,Blue Orchid Cartel,GANG,0.82,226,244,drishyam-ner-v1,ORG000011,2026-09-07T05:41:13.275235Z
EM000270,FR000015,FIR,13/11/2025,DATE,0.8,265,275,drishyam-ner-v1,,2026-09-07T05:41:13.275238Z
EM000271,FR000015,FIR,Max Nadig,PERSON,0.78,321,330,drishyam-ner-v1,P000181,2026-09-07T05:41:13.275240Z
EM000272,FR000015,FIR,TN01 NY 5947,VEHICLE,0.9,363,375,drishyam-ner-v1,,2026-09-07T05:41:13.275242Z
EM000273,FR000015,FIR,9684391157,PHONE,0.97,420,430,drishyam-ner-v1,PH000228,2026-09-07T05:41:13.275244Z
EM000274,FR000015,FIR,Contraband,PERSON,0.78,432,442,drishyam-ner-v1,,2026-09-07T05:41:13.275247Z
EM000275,FR000015,FIR,Number,PERSON,0.78,485,491,drishyam-ner-v1,,2026-09-07T05:41:13.275249Z
EM000276,FR000015,FIR,FIR-2025-0013,FIR_NUMBER,0.95,492,505,drishyam-ner-v1,,2026-09-07T05:41:13.275251Z
EM000277,FR000015,FIR,Case Number,LOCATION,0.7,512,523,drishyam-ner-v1,,2026-09-07T05:41:13.275253Z
EM000278,FR000015,FIR,CASE-0012,CASE_NUMBER,0.95,524,533,drishyam-ner-v1,,2026-09-07T05:41:13.275255Z
EM000279,FR000015,FIR,Section,PERSON,0.78,565,572,drishyam-ner-v1,,2026-09-07T05:41:13.275257Z
EM000280,FR000016,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.276418Z
EM000281,FR000016,FIR,16-Nov-2025,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.276421Z
EM000282,FR000016,FIR,Nov,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.276424Z
EM000283,FR000016,FIR,Ganapathy Mandi,PERSON,0.78,78,93,drishyam-ner-v1,,2026-09-07T05:41:13.276426Z
EM000284,FR000016,FIR,Madurai,PERSON,0.78,95,102,drishyam-ner-v1,,2026-09-07T05:41:13.276429Z
EM000285,FR000016,FIR,Complainant Yochana Chanda,PERSON,0.78,104,130,drishyam-ner-v1,,2026-09-07T05:41:13.276431Z
EM000286,FR000016,FIR,Max Nadig,PERSON,0.78,142,151,drishyam-ner-v1,P000181,2026-09-07T05:41:13.276433Z
EM000287,FR000016,FIR,Ekani Mohan,PERSON,0.78,174,185,drishyam-ner-v1,P000171,2026-09-07T05:41:13.276435Z
EM000288,FR000016,FIR,Blue Orchid Cartel,GANG,0.82,220,238,drishyam-ner-v1,ORG000011,2026-09-07T05:41:13.276438Z
EM000289,FR000016,FIR,11/11/2025,DATE,0.8,259,269,drishyam-ner-v1,,2026-09-07T05:41:13.276440Z
EM000290,FR000016,FIR,Max Nadig,PERSON,0.78,315,324,drishyam-ner-v1,P000181,2026-09-07T05:41:13.276443Z
EM000291,FR000016,FIR,TN58 DG 2342,VEHICLE,0.9,357,369,drishyam-ner-v1,,2026-09-07T05:41:13.276445Z
EM000292,FR000016,FIR,9684391157,PHONE,0.97,414,424,drishyam-ner-v1,PH000228,2026-09-07T05:41:13.276447Z
EM000293,FR000016,FIR,Contraband,PERSON,0.78,426,436,drishyam-ner-v1,,2026-09-07T05:41:13.276449Z
EM000294,FR000016,FIR,Number,PERSON,0.78,479,485,drishyam-ner-v1,,2026-09-07T05:41:13.276451Z
EM000295,FR000016,FIR,FIR-2025-0014,FIR_NUMBER,0.95,486,499,drishyam-ner-v1,,2026-09-07T05:41:13.276454Z
EM000296,FR000016,FIR,Case Number,LOCATION,0.7,506,517,drishyam-ner-v1,,2026-09-07T05:41:13.276456Z
EM000297,FR000016,FIR,CASE-0012,CASE_NUMBER,0.95,518,527,drishyam-ner-v1,,2026-09-07T05:41:13.276458Z
EM000298,FR000016,FIR,Section,PERSON,0.78,559,566,drishyam-ner-v1,,2026-09-07T05:41:13.276460Z
EM000299,FR000017,FIR,Complainant Jeet Goda,PERSON,0.78,0,21,drishyam-ner-v1,,2026-09-07T05:41:13.277528Z
EM000300,FR000017,FIR,Mettupalayam Cold Storage,PERSON,0.78,34,59,drishyam-ner-v1,,2026-09-07T05:41:13.277531Z
EM000301,FR000017,FIR,Chennai,PERSON,0.78,78,85,drishyam-ner-v1,,2026-09-07T05:41:13.277533Z
EM000302,FR000017,FIR,02-Aug-2024,DATE,0.8,89,100,drishyam-ner-v1,,2026-09-07T05:41:13.277535Z
EM000303,FR000017,FIR,Aug,PERSON,0.78,92,95,drishyam-ner-v1,,2026-09-07T05:41:13.277538Z
EM000304,FR000017,FIR,Shivani Bala,PERSON,0.78,106,118,drishyam-ner-v1,P000119,2026-09-07T05:41:13.277540Z
EM000305,FR000017,FIR,Abhimanyu Patel,PERSON,0.78,138,153,drishyam-ner-v1,P000115,2026-09-07T05:41:13.277542Z
EM000306,FR000017,FIR,Iron Wolf Syndicate,GANG,0.82,161,180,drishyam-ner-v1,ORG000007,2026-09-07T05:41:13.277545Z
EM000307,FR000017,FIR,26/07/2024,DATE,0.8,269,279,drishyam-ner-v1,,2026-09-07T05:41:13.277547Z
EM000308,FR000017,FIR,Shivani Bala,PERSON,0.78,281,293,drishyam-ner-v1,P000119,2026-09-07T05:41:13.277549Z
EM000309,FR000017,FIR,9130664090,PHONE,0.97,330,340,drishyam-ner-v1,PH000151,2026-09-07T05:41:13.277552Z
EM000310,FR000017,FIR,The,LOCATION,0.7,386,389,drishyam-ner-v1,,2026-09-07T05:41:13.277555Z
EM000311,FR000017,FIR,TN49 BV 5096,VEHICLE,0.9,447,459,drishyam-ner-v1,VH000081,2026-09-07T05:41:13.277557Z
EM000312,FR000017,FIR,Number,PERSON,0.78,465,471,drishyam-ner-v1,,2026-09-07T05:41:13.277559Z
EM000313,FR000017,FIR,FIR-2024-0015,FIR_NUMBER,0.95,472,485,drishyam-ner-v1,,2026-09-07T05:41:13.277562Z
EM000314,FR000017,FIR,Case Number,LOCATION,0.7,503,514,drishyam-ner-v1,,2026-09-07T05:41:13.277564Z
EM000315,FR000017,FIR,CASE-0013,CASE_NUMBER,0.95,515,524,drishyam-ner-v1,,2026-09-07T05:41:13.277566Z
EM000316,FR000017,FIR,Investigating,PERSON,0.78,590,603,drishyam-ner-v1,,2026-09-07T05:41:13.277568Z
EM000317,FR000018,FIR,Complainant Keya Puri,PERSON,0.78,0,21,drishyam-ner-v1,,2026-09-07T05:41:13.278633Z
EM000318,FR000018,FIR,Velachery Oil Depot,PERSON,0.78,41,60,drishyam-ner-v1,,2026-09-07T05:41:13.278636Z
EM000319,FR000018,FIR,Erode,PERSON,0.78,62,67,drishyam-ner-v1,,2026-09-07T05:41:13.278638Z
EM000320,FR000018,FIR,18-May-2024,DATE,0.8,72,83,drishyam-ner-v1,,2026-09-07T05:41:13.278640Z
EM000321,FR000018,FIR,May,PERSON,0.78,75,78,drishyam-ner-v1,,2026-09-07T05:41:13.278642Z
EM000322,FR000018,FIR,Azaan Swamy,PERSON,0.78,98,109,drishyam-ner-v1,P000146,2026-09-07T05:41:13.278645Z
EM000323,FR000018,FIR,Brijesh Sodhi,PERSON,0.78,129,142,drishyam-ner-v1,P000082,2026-09-07T05:41:13.278647Z
EM000324,FR000018,FIR,counterfeit,CRIME_TYPE,0.75,154,165,drishyam-ner-v1,,2026-09-07T05:41:13.278649Z
EM000325,FR000018,FIR,10/05/2024,DATE,0.8,172,182,drishyam-ner-v1,,2026-09-07T05:41:13.278651Z
EM000326,FR000018,FIR,Azaan Swamy,PERSON,0.78,222,233,drishyam-ner-v1,P000146,2026-09-07T05:41:13.278653Z
EM000327,FR000018,FIR,6265117603,PHONE,0.97,267,277,drishyam-ner-v1,PH000185,2026-09-07T05:41:13.278655Z
EM000328,FR000018,FIR,TN38 KG 9141,VEHICLE,0.9,332,344,drishyam-ner-v1,VH000098,2026-09-07T05:41:13.278658Z
EM000329,FR000018,FIR,Velachery Oil Depot,PERSON,0.78,350,369,drishyam-ner-v1,,2026-09-07T05:41:13.278660Z
EM000330,FR000018,FIR,20-May-2024,DATE,0.8,373,384,drishyam-ner-v1,,2026-09-07T05:41:13.278662Z
EM000331,FR000018,FIR,May,PERSON,0.78,376,379,drishyam-ner-v1,,2026-09-07T05:41:13.278664Z
EM000332,FR000018,FIR,The Black Lotus,ORGANIZATION,0.7,386,401,drishyam-ner-v1,,2026-09-07T05:41:13.278666Z
EM000333,FR000018,FIR,Network,GANG,0.82,402,409,drishyam-ner-v1,,2026-09-07T05:41:13.278668Z
EM000334,FR000018,FIR,Number,PERSON,0.78,448,454,drishyam-ner-v1,,2026-09-07T05:41:13.278670Z
EM000335,FR000018,FIR,FIR-2024-0016,FIR_NUMBER,0.95,455,468,drishyam-ner-v1,,2026-09-07T05:41:13.278673Z
EM000336,FR000018,FIR,Case Number,LOCATION,0.7,475,486,drishyam-ner-v1,,2026-09-07T05:41:13.278675Z
EM000337,FR000018,FIR,CASE-0014,CASE_NUMBER,0.95,487,496,drishyam-ner-v1,,2026-09-07T05:41:13.278677Z
EM000338,FR000018,FIR,Section,PERSON,0.78,513,520,drishyam-ner-v1,,2026-09-07T05:41:13.278679Z
EM000339,FR000018,FIR,Section 420 IPC,LEGAL_SECTION,0.85,513,528,drishyam-ner-v1,,2026-09-07T05:41:13.278681Z
EM000340,FR000018,FIR,Investigation,LOCATION,0.7,541,554,drishyam-ner-v1,,2026-09-07T05:41:13.278683Z
EM000341,FR000019,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.279790Z
EM000342,FR000019,FIR,16-Jan-2025,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.279793Z
EM000343,FR000019,FIR,Jan,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.279796Z
EM000344,FR000019,FIR,Ukkadam Toll Plaza,PERSON,0.78,78,96,drishyam-ner-v1,,2026-09-07T05:41:13.279799Z
EM000345,FR000019,FIR,Tiruchchirappalli,PERSON,0.78,98,115,drishyam-ner-v1,,2026-09-07T05:41:13.279801Z
EM000346,FR000019,FIR,Complainant Bhavini Chopra,PERSON,0.78,117,143,drishyam-ner-v1,,2026-09-07T05:41:13.279804Z
EM000347,FR000019,FIR,Abha Shroff,PERSON,0.78,155,166,drishyam-ner-v1,P000040,2026-09-07T05:41:13.279806Z
EM000348,FR000019,FIR,Ria Nayar,PERSON,0.78,186,195,drishyam-ner-v1,P000038,2026-09-07T05:41:13.279809Z
EM000349,FR000019,FIR,Harbour Road Group,GANG,0.82,230,248,drishyam-ner-v1,ORG000003,2026-09-07T05:41:13.279811Z
EM000350,FR000019,FIR,07/01/2025,DATE,0.8,269,279,drishyam-ner-v1,,2026-09-07T05:41:13.279813Z
EM000351,FR000019,FIR,Abha Shroff,PERSON,0.78,325,336,drishyam-ner-v1,P000040,2026-09-07T05:41:13.279816Z
EM000352,FR000019,FIR,TN21 UR 6495,VEHICLE,0.9,369,381,drishyam-ner-v1,VH000027,2026-09-07T05:41:13.279818Z
EM000353,FR000019,FIR,6190003790,PHONE,0.97,426,436,drishyam-ner-v1,PH000053,2026-09-07T05:41:13.279820Z
EM000354,FR000019,FIR,Contraband,PERSON,0.78,438,448,drishyam-ner-v1,,2026-09-07T05:41:13.279824Z
EM000355,FR000019,FIR,Number,PERSON,0.78,491,497,drishyam-ner-v1,,2026-09-07T05:41:13.279826Z
EM000356,FR000019,FIR,FIR-2025-0017,FIR_NUMBER,0.95,498,511,drishyam-ner-v1,,2026-09-07T05:41:13.279829Z
EM000357,FR000019,FIR,Case Number,LOCATION,0.7,518,529,drishyam-ner-v1,,2026-09-07T05:41:13.279831Z
EM000358,FR000019,FIR,CASE-0015,CASE_NUMBER,0.95,530,539,drishyam-ner-v1,,2026-09-07T05:41:13.279833Z
EM000359,FR000019,FIR,Act,PERSON,0.78,576,579,drishyam-ner-v1,,2026-09-07T05:41:13.279835Z
EM000360,FR000020,FIR,Complainant Anita Apte,PERSON,0.78,0,22,drishyam-ner-v1,,2026-09-07T05:41:13.280952Z
EM000361,FR000020,FIR,Central Market Junction,LOCATION,0.7,35,58,drishyam-ner-v1,LOC000061,2026-09-07T05:41:13.280955Z
EM000362,FR000020,FIR,Chengalpattu,PERSON,0.78,77,89,drishyam-ner-v1,,2026-09-07T05:41:13.280957Z
EM000363,FR000020,FIR,25-Jun-2026,DATE,0.8,93,104,drishyam-ner-v1,,2026-09-07T05:41:13.280959Z
EM000364,FR000020,FIR,Jun,PERSON,0.78,96,99,drishyam-ner-v1,,2026-09-07T05:41:13.280961Z
EM000365,FR000020,FIR,Dominic Borde,PERSON,0.78,110,123,drishyam-ner-v1,P000094,2026-09-07T05:41:13.280964Z
EM000366,FR000020,FIR,Silk,PERSON,0.78,131,135,drishyam-ner-v1,,2026-09-07T05:41:13.280966Z
EM000367,FR000020,FIR,Priya Ram,PERSON,0.78,141,150,drishyam-ner-v1,P000072,2026-09-07T05:41:13.280968Z
EM000368,FR000020,FIR,Red Sand Gang,GANG,0.82,158,171,drishyam-ner-v1,ORG000005,2026-09-07T05:41:13.280970Z
EM000369,FR000020,FIR,17/06/2026,DATE,0.8,259,269,drishyam-ner-v1,,2026-09-07T05:41:13.280973Z
EM000370,FR000020,FIR,Dominic Borde,PERSON,0.78,271,284,drishyam-ner-v1,P000094,2026-09-07T05:41:13.280975Z
EM000371,FR000020,FIR,6599781863,PHONE,0.97,321,331,drishyam-ner-v1,PH000121,2026-09-07T05:41:13.280977Z
EM000372,FR000020,FIR,The,LOCATION,0.7,377,380,drishyam-ner-v1,,2026-09-07T05:41:13.280979Z
EM000373,FR000020,FIR,TN58 GB 8880,VEHICLE,0.9,438,450,drishyam-ner-v1,,2026-09-07T05:41:13.280982Z
EM000374,FR000020,FIR,Number,PERSON,0.78,456,462,drishyam-ner-v1,,2026-09-07T05:41:13.280984Z
EM000375,FR000020,FIR,FIR-2026-0018,FIR_NUMBER,0.95,463,476,drishyam-ner-v1,,2026-09-07T05:41:13.280987Z
EM000376,FR000020,FIR,Case Number,LOCATION,0.7,494,505,drishyam-ner-v1,,2026-09-07T05:41:13.280989Z
EM000377,FR000020,FIR,CASE-0016,CASE_NUMBER,0.95,506,515,drishyam-ner-v1,,2026-09-07T05:41:13.280991Z
EM000378,FR000020,FIR,Investigating,PERSON,0.78,581,594,drishyam-ner-v1,,2026-09-07T05:41:13.280993Z
EM000379,FR000021,FIR,18-Sep-2024,DATE,0.8,3,14,drishyam-ner-v1,,2026-09-07T05:41:13.282060Z
EM000380,FR000021,FIR,Sep,PERSON,0.78,6,9,drishyam-ner-v1,,2026-09-07T05:41:13.282063Z
EM000381,FR000021,FIR,Kai Acharya,PERSON,0.78,27,38,drishyam-ner-v1,P000477,2026-09-07T05:41:13.282065Z
EM000382,FR000021,FIR,Anna Nagar Lorry,PERSON,0.78,98,114,drishyam-ner-v1,,2026-09-07T05:41:13.282068Z
EM000383,FR000021,FIR,Park,PERSON,0.78,115,119,drishyam-ner-v1,,2026-09-07T05:41:13.282070Z
EM000384,FR000021,FIR,Tiruvannamalai,PERSON,0.78,121,135,drishyam-ner-v1,,2026-09-07T05:41:13.282072Z
EM000385,FR000021,FIR,The,LOCATION,0.7,137,140,drishyam-ner-v1,,2026-09-07T05:41:13.282074Z
EM000386,FR000021,FIR,Andrew Devi,PERSON,0.78,149,160,drishyam-ner-v1,P000098,2026-09-07T05:41:13.282076Z
EM000387,FR000021,FIR,Nirja Bava,PERSON,0.78,182,192,drishyam-ner-v1,P000123,2026-09-07T05:41:13.282078Z
EM000388,FR000021,FIR,fraud,CRIME_TYPE,0.75,211,216,drishyam-ner-v1,,2026-09-07T05:41:13.282081Z
EM000389,FR000021,FIR,8264526628,PHONE,0.97,239,249,drishyam-ner-v1,PH000127,2026-09-07T05:41:13.282083Z
EM000390,FR000021,FIR,A/C XXXX5123,BANK_ACCOUNT,0.85,259,271,drishyam-ner-v1,,2026-09-07T05:41:13.282085Z
EM000391,FR000021,FIR,11/09/2024,DATE,0.8,326,336,drishyam-ner-v1,,2026-09-07T05:41:13.282087Z
EM000392,FR000021,FIR,TN58 YJ 4817,VEHICLE,0.9,375,387,drishyam-ner-v1,VH000066,2026-09-07T05:41:13.282089Z
EM000393,FR000021,FIR,Number,PERSON,0.78,418,424,drishyam-ner-v1,,2026-09-07T05:41:13.282091Z
EM000394,FR000021,FIR,FIR-2024-0019,FIR_NUMBER,0.95,425,438,drishyam-ner-v1,,2026-09-07T05:41:13.282094Z
EM000395,FR000021,FIR,Case Number,LOCATION,0.7,445,456,drishyam-ner-v1,,2026-09-07T05:41:13.282096Z
EM000396,FR000021,FIR,CASE-0017,CASE_NUMBER,0.95,457,466,drishyam-ner-v1,,2026-09-07T05:41:13.282098Z
EM000397,FR000021,FIR,Section,PERSON,0.78,483,490,drishyam-ner-v1,,2026-09-07T05:41:13.282100Z
EM000398,FR000021,FIR,Section 66D,LEGAL_SECTION,0.85,483,494,drishyam-ner-v1,,2026-09-07T05:41:13.282102Z
EM000399,FR000021,FIR,Act,PERSON,0.78,498,501,drishyam-ner-v1,,2026-09-07T05:41:13.282104Z
EM000400,FR000021,FIR,Section,PERSON,0.78,512,519,drishyam-ner-v1,,2026-09-07T05:41:13.282106Z
EM000401,FR000021,FIR,Section 66D,LEGAL_SECTION,0.85,512,523,drishyam-ner-v1,,2026-09-07T05:41:13.282108Z
EM000402,FR000021,FIR,Act,PERSON,0.78,527,530,drishyam-ner-v1,,2026-09-07T05:41:13.282111Z
EM000403,FR000021,FIR,The,LOCATION,0.7,532,535,drishyam-ner-v1,,2026-09-07T05:41:13.282114Z
EM000404,FR000022,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.283206Z
EM000405,FR000022,FIR,18-Feb-2026,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.283209Z
EM000406,FR000022,FIR,Feb,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.283212Z
EM000407,FR000022,FIR,Sulur Check Post,PERSON,0.78,78,94,drishyam-ner-v1,,2026-09-07T05:41:13.283214Z
EM000408,FR000022,FIR,Erode,PERSON,0.78,96,101,drishyam-ner-v1,,2026-09-07T05:41:13.283216Z
EM000409,FR000022,FIR,Complainant Advaith Lalla,PERSON,0.78,103,128,drishyam-ner-v1,,2026-09-07T05:41:13.283219Z
EM000410,FR000022,FIR,Pallavi Nigam,PERSON,0.78,140,153,drishyam-ner-v1,P000160,2026-09-07T05:41:13.283221Z
EM000411,FR000022,FIR,Silk,PERSON,0.78,161,165,drishyam-ner-v1,,2026-09-07T05:41:13.283223Z
EM000412,FR000022,FIR,Isaac Sarna,PERSON,0.78,171,182,drishyam-ner-v1,P000166,2026-09-07T05:41:13.283225Z
EM000413,FR000022,FIR,Eastern Arc Outfit,GANG,0.82,217,235,drishyam-ner-v1,ORG000010,2026-09-07T05:41:13.283227Z
EM000414,FR000022,FIR,17/02/2026,DATE,0.8,256,266,drishyam-ner-v1,,2026-09-07T05:41:13.283230Z
EM000415,FR000022,FIR,Pallavi Nigam,PERSON,0.78,312,325,drishyam-ner-v1,P000160,2026-09-07T05:41:13.283232Z
EM000416,FR000022,FIR,TN58 LX 1668,VEHICLE,0.9,358,370,drishyam-ner-v1,VH000107,2026-09-07T05:41:13.283234Z
EM000417,FR000022,FIR,7610228601,PHONE,0.97,415,425,drishyam-ner-v1,PH000202,2026-09-07T05:41:13.283236Z
EM000418,FR000022,FIR,Contraband,PERSON,0.78,427,437,drishyam-ner-v1,,2026-09-07T05:41:13.283239Z
EM000419,FR000022,FIR,Number,PERSON,0.78,481,487,drishyam-ner-v1,,2026-09-07T05:41:13.283241Z
EM000420,FR000022,FIR,FIR-2026-0020,FIR_NUMBER,0.95,488,501,drishyam-ner-v1,,2026-09-07T05:41:13.283243Z
EM000421,FR000022,FIR,Case Number,LOCATION,0.7,508,519,drishyam-ner-v1,,2026-09-07T05:41:13.283245Z
