id,full_name,person_role,dob,gender,address,risk_band,data_source,created_at
P000609,Ekta Bali,witness,1971-07-31,female,"71, Eruvadi Road, Coimbatore Junction, Ramanathapuram, Tamil Nadu 618314",low,SYNTHETIC,2026-09-07T05:41:13.187630Z
P000610,Hemal Chand,witness,1994-04-06,female,"18, Dharmapuri Road, Gandhipuram, Salem, Tamil Nadu 634364",low,SYNTHETIC,2026-09-07T05:41:13.187686Z
P000611,Harshil Kuruvilla,witness,1970-02-11,male,"272, Bypass Road, Palayamkottai, Ramanathapuram, Tamil Nadu 621896",low,SYNTHETIC,2026-09-07T05:41:13.187739Z
P000612,Ishaan Panchal,witness,1966-03-06,female,"415, High Court Road, Egmore, Pudukkottai, Tamil Nadu 604064",low,SYNTHETIC,2026-09-07T05:41:13.187796Z
P000613,Max Comar,witness,1981-07-03,male,"228, Market Street, Ambattur, Tiruvannamalai, Tamil Nadu 614050",low,SYNTHETIC,2026-09-07T05:41:13.187849Z
P000614,Siddharth Natarajan,witness,1977-01-18,male,"64, High Court Road, Ganapathy, Nagapattinam, Tamil Nadu 607395",low,SYNTHETIC,2026-09-07T05:41:13.187903Z
P000615,Barkha Banerjee,witness,1984-05-07,male,"235, Railway Station Road, Garuda Mall Corridor, Perambalur, Tamil Nadu 611707",low,SYNTHETIC,2026-09-07T05:41:13.187954Z
P000616,Inaya Kadakia,witness,1959-09-01,male,"246, High Court Road, Valluvar Layout, Tiruchchirappalli, Tamil Nadu 601066",low,SYNTHETIC,2026-09-07T05:41:13.188007Z
P000617,Oeshi Vasa,witness,1961-02-05,female,"179, Kamraj Road, Washermenpet, Villupuram, Tamil Nadu 637406",low,SYNTHETIC,2026-09-07T05:41:13.188058Z
P000618,Janaki Nori,witness,1969-08-11,female,"320, 5th Cross, Muthialpet, Namakkal, Tamil Nadu 605569",low,SYNTHETIC,2026-09-07T05:41:13.188110Z
P000619,Wyatt Chakrabarti,witness,1975-05-08,male,"318, Market Street, Muthialpet, Sivaganga, Tamil Nadu 635354",high,SYNTHETIC,2026-09-07T05:41:13.188157Z
P000620,Balveer Kashyap,witness,1994-05-08,male,"277, Ghat Road, Sulur, Erode, Tamil Nadu 613264",low,SYNTHETIC,2026-09-07T05:41:13.188215Z
P000621,Edhitha Vora,witness,1958-02-11,male,"117, Main Road, Meenakshi Nagar, Cuddalore, Tamil Nadu 603129",low,SYNTHETIC,2026-09-07T05:41:13.188265Z
P000622,Vinaya Chacko,witness,2001-03-06,female,"152, Harbour Approach Road, Sundarankottai, Theni, Tamil Nadu 615317",medium,SYNTHETIC,2026-09-07T05:41:13.188316Z
P000623,Faras Pathak,witness,1972-05-11,female,"357, Dharmapuri Road, Sowdambika Layout, Tiruchchirappalli, Tamil Nadu 604893",medium,SYNTHETIC,2026-09-07T05:41:13.188368Z
P000624,Hiral Mahal,witness,1957-01-26,male,"80, Church Street, Valluvar Layout, Thoothukudi, Tamil Nadu 628262",low,SYNTHETIC,2026-09-07T05:41:13.188419Z
P000625,Ravi Kumar,criminal,1992-05-18,male,"48, Anna Nagar, Chennai, Tamil Nadu 600040",medium,SYNTHETIC,2026-09-07T05:41:13.219232Z
P000626,Arjun Nair,associate,1998-09-21,male,"186, Anna Nagar, Chennai, Tamil Nadu 600040",low,SYNTHETIC,2026-09-07T05:41:13.219250Z
P000627,Suresh Pillai,associate,1992-03-06,male,"17, Anna Nagar, Chennai, Tamil Nadu 600040",medium,SYNTHETIC,2026-09-07T05:41:13.219267Z
